#auto generated file!
12.0;153;151;168;141;161;144
18.0;153;151;169;140;161;144
24.0;155;150;171;139;159;144
30.0;153;150;172;140;158;145
36.0;151;150;172;141;158;146
42.0;152;148;173;141;158;146
48.0;153;148;173;140;158;146
54.0;152;148;174;140;158;146
60.0;152;147;174;140;159;146
66.0;149;148;174;141;160;146
72.0;148;147;175;142;160;146
78.0;147;147;175;144;159;146
84.0;145;149;174;144;160;146
90.0;145;149;173;145;160;146
96.0;144;149;175;148;158;144
102.0;144;148;176;148;158;144
108.0;145;147;176;148;158;144
114.0;144;147;176;148;159;144
120.0;144;147;176;148;159;144
126.0;144;147;177;149;159;142
132.0;144;147;177;149;159;142
138.0;143;148;176;149;160;142
144.0;143;148;176;150;160;141
150.0;142;148;177;150;160;141
156.0;142;149;176;150;160;141
162.0;142;150;175;151;159;141
168.0;141;150;174;153;159;141
174.0;141;150;174;153;159;141
180.0;143;149;174;152;159;141
186.0;144;148;173;152;161;140
192.0;144;149;173;151;161;140
198.0;144;149;174;151;161;139
204.0;141;151;174;151;160;141
210.0;140;151;174;152;158;143
216.0;140;151;173;152;158;144
222.0;139;151;172;154;158;144
228.0;139;151;172;154;157;145
234.0;139;151;172;154;157;145
240.0;137;151;172;156;157;145
246.0;137;151;172;156;158;144
252.0;137;153;172;155;158;143
258.0;138;153;172;155;157;143
264.0;139;153;172;154;157;143
270.0;139;154;172;153;157;143
276.0;140;153;173;152;157;143
282.0;140;153;173;152;157;143
288.0;139;152;173;153;158;143
294.0;139;152;172;154;157;144
300.0;140;153;171;153;157;144
306.0;139;153;171;153;158;144
312.0;137;153;171;153;159;145
318.0;137;151;172;153;160;145
324.0;137;149;172;154;160;146
330.0;134;149;172;155;161;147
336.0;135;148;172;155;161;147
342.0;134;149;172;154;161;148
348.0;135;149;172;152;161;149
354.0;136;147;172;152;161;150
360.0;136;148;171;152;162;149
366.0;136;148;171;152;162;149
372.0;137;148;171;150;162;150
378.0;137;148;171;150;162;150
384.0;137;146;171;150;163;151
390.0;138;146;171;148;163;152
396.0;138;146;173;147;163;151
402.0;137;146;173;148;163;151
408.0;136;146;173;150;163;150
414.0;136;146;173;150;163;150
420.0;134;145;175;150;165;149
426.0;133;144;176;149;166;150
432.0;133;145;176;149;166;149
438.0;133;145;176;149;166;149
444.0;134;145;175;148;167;149
450.0;133;147;175;148;166;149
456.0;132;147;175;147;167;150
462.0;131;146;175;147;168;151
468.0;131;147;176;146;168;150
474.0;130;148;176;146;168;150
480.0;130;148;175;147;168;150
486.0;129;148;175;147;168;151
492.0;128;147;175;147;169;152
498.0;128;147;175;146;169;153
504.0;128;148;175;146;168;153
510.0;128;148;175;146;168;153
516.0;128;148;175;147;169;151
522.0;129;151;170;146;170;152
528.0;128;151;170;146;170;153
534.0;128;152;168;147;170;153
540.0;127;152;169;148;170;152
546.0;127;152;170;149;169;151
552.0;127;152;170;149;169;151
558.0;126;152;170;151;168;151
564.0;126;152;170;151;168;151
570.0;125;150;170;152;168;153
576.0;125;150;170;152;168;153
582.0;124;150;169;152;169;154
588.0;123;149;171;152;169;154
594.0;124;151;171;150;169;153
600.0;123;152;173;149;168;153
606.0;123;153;173;149;168;152
612.0;123;153;173;148;168;153
618.0;123;154;173;147;168;153
624.0;123;154;174;146;168;153
630.0;123;154;173;146;167;155
636.0;123;154;173;146;167;155
642.0;123;153;174;147;167;154
648.0;123;153;174;147;166;155
654.0;121;153;176;146;167;155
660.0;121;153;177;144;167;156
666.0;118;154;178;145;166;157
672.0;116;155;178;146;166;157
678.0;116;155;178;146;167;156
684.0;115;157;177;146;167;156
690.0;115;157;176;146;168;156
696.0;115;157;176;146;168;156
702.0;115;157;175;146;168;157
708.0;114;157;176;146;169;156
714.0;113;158;177;145;170;155
720.0;114;158;176;145;170;155
726.0;113;158;178;144;170;155
732.0;112;158;178;144;170;156
738.0;112;157;179;144;170;156
744.0;114;156;178;144;170;156
750.0;114;156;177;145;170;156
756.0;113;157;177;145;169;157
762.0;114;157;177;145;169;156
768.0;112;157;178;144;169;158
774.0;111;158;178;144;170;157
780.0;111;158;178;143;171;157
786.0;112;156;180;143;170;157
792.0;112;155;180;143;172;156
798.0;112;155;180;143;172;156
804.0;112;155;180;143;172;156
810.0;112;155;181;142;172;156
816.0;111;156;183;141;171;156
822.0;112;156;183;141;171;155
828.0;111;156;184;141;171;155
834.0;110;155;185;142;171;155
840.0;110;155;185;143;170;155
846.0;110;154;186;143;170;155
852.0;110;155;185;143;169;156
858.0;109;155;185;143;169;157
864.0;108;156;184;143;170;157
870.0;108;156;184;143;169;158
876.0;108;156;184;143;169;158
882.0;108;156;184;143;169;158
888.0;107;156;185;143;169;158
894.0;108;157;184;142;169;158
900.0;108;155;184;142;169;160
906.0;106;155;185;143;169;160
912.0;106;153;185;144;169;161
918.0;106;153;185;144;169;161
924.0;106;153;185;144;169;161
930.0;105;153;185;145;169;161
936.0;105;154;185;145;168;161
942.0;104;153;185;147;168;161
948.0;104;154;185;146;168;161
954.0;104;153;184;147;168;162
960.0;103;150;184;149;168;164
966.0;102;150;184;149;169;164
972.0;100;151;185;149;168;165
978.0;100;152;187;148;167;164
984.0;98;154;187;148;167;164
990.0;98;155;187;147;168;163
996.0;97;154;187;148;167;165
1002.0;98;153;187;149;167;164
1008.0;99;153;187;149;166;164
1014.0;99;152;186;149;167;165
1020.0;99;152;186;152;167;162
1026.0;100;152;186;153;165;162
1032.0;102;152;185;154;163;162
1038.0;102;153;183;154;164;162
1044.0;101;153;183;154;165;162
1050.0;100;152;183;156;166;161
1056.0;100;152;184;155;166;161
1062.0;100;152;185;153;167;161
1068.0;100;152;185;154;167;160
1074.0;99;152;185;153;168;161
1080.0;98;153;185;153;168;161
1086.0;98;152;186;152;169;161
1092.0;99;151;187;152;168;161
1098.0;98;151;187;153;168;161
1104.0;98;150;187;153;168;162
1110.0;97;150;187;155;167;162
1116.0;99;150;186;154;166;163
1122.0;98;151;185;153;167;164
1128.0;98;152;185;152;168;163
1134.0;98;152;185;152;166;165
1140.0;96;153;184;152;166;167
1146.0;97;153;184;152;166;166
1152.0;97;153;184;153;167;164
1158.0;97;152;185;153;167;164
1164.0;96;153;184;153;168;164
1170.0;96;153;184;153;168;164
1176.0;96;153;184;153;168;164
1182.0;96;152;184;153;169;164
1188.0;96;153;184;153;169;163
1194.0;97;153;184;152;169;163
1200.0;97;152;184;152;169;164
1206.0;97;152;183;152;169;165
1212.0;97;152;184;150;169;166
1218.0;98;151;184;150;169;166
1224.0;98;152;184;150;168;166
1230.0;97;153;185;149;168;166
1236.0;97;151;185;149;168;168
1242.0;98;151;186;148;168;167
1248.0;99;151;186;150;168;164
1254.0;99;150;187;152;166;164
1260.0;100;150;187;152;165;164
1266.0;98;150;189;150;166;165
1272.0;96;151;189;150;168;164
1278.0;96;150;189;150;169;164
1284.0;97;149;190;150;169;163
1290.0;96;149;191;150;169;163
1296.0;97;149;190;151;169;162
1302.0;97;149;190;151;169;162
1308.0;97;149;190;151;169;162
1314.0;97;148;190;151;169;163
1320.0;96;150;189;151;169;163
1326.0;96;149;187;153;169;164
1332.0;97;150;187;151;169;164
1338.0;97;150;187;150;170;164
1344.0;99;149;187;149;170;164
1350.0;98;149;187;149;171;164
1356.0;98;149;188;148;171;164
1362.0;99;147;188;149;171;164
1368.0;99;147;189;148;172;163
1374.0;98;147;189;148;172;164
1380.0;99;148;188;146;173;164
1386.0;100;148;188;146;174;162
1392.0;101;149;187;146;173;162
1398.0;100;148;188;145;174;163
1404.0;100;147;188;146;174;163
1410.0;101;148;189;145;172;163
1416.0;100;148;190;145;172;163
1422.0;100;148;190;145;172;163
1428.0;99;150;190;145;172;162
1434.0;99;151;189;145;172;162
1440.0;99;151;190;144;172;162
1446.0;100;150;191;143;172;162
1452.0;100;150;192;142;173;161
