#auto generated file!
6.0;0.0;0.0;0.0
12.0;1.6666666666666667;0.0;0.0
18.0;6.25;0.0;0.0
24.0;4.583333333333333;0.0;0.0
30.0;13.333333333333334;0.0;0.0
36.0;17.5;0.0;0.0
42.0;15.0;0.0;0.0
48.0;32.083333333333336;0.0;0.0
54.0;15.416666666666666;0.0;0.0
60.0;32.083333333333336;0.0;0.0
66.0;35.0;0.0;0.0
72.0;24.166666666666668;0.0;0.0
78.0;15.416666666666666;0.0;0.0
84.0;43.75;0.0;0.0
90.0;28.75;0.0;0.0
96.0;22.5;0.0;0.0
102.0;35.0;0.0;0.0
108.0;22.916666666666668;0.0;0.0
114.0;24.583333333333332;0.0;0.0
120.0;28.333333333333332;0.0;0.0
126.0;5.0;0.0;0.0
132.0;10.416666666666666;0.0;0.0
138.0;20.833333333333332;0.0;0.0
144.0;22.083333333333332;0.0;0.0
150.0;25.833333333333332;0.0;0.0
156.0;23.333333333333332;0.0;0.0
162.0;17.083333333333332;0.0;0.0
168.0;12.916666666666666;0.0;0.0
174.0;10.0;0.0;0.0
180.0;17.5;0.0;0.0
186.0;50.833333333333336;0.0;0.0
192.0;41.666666666666664;0.0;0.0
198.0;25.833333333333332;0.0;0.0
204.0;27.083333333333332;0.0;0.0
210.0;40.833333333333336;0.0;0.0
216.0;27.5;0.0;0.0
222.0;18.333333333333332;0.0;0.0
228.0;20.833333333333332;0.0;0.0
234.0;9.166666666666666;0.0;0.0
240.0;29.166666666666668;0.0;0.0
246.0;20.0;0.0;0.0
252.0;13.333333333333334;0.0;0.0
258.0;32.083333333333336;0.0;0.0
264.0;22.916666666666668;0.0;0.0
270.0;36.666666666666664;0.0;0.0
276.0;21.666666666666668;0.0;0.0
282.0;12.5;0.0;0.0
288.0;26.25;0.0;0.0
294.0;40.416666666666664;0.0;0.0
300.0;13.333333333333334;0.0;0.0
306.0;17.5;0.0;0.0
312.0;19.166666666666668;0.0;0.0
318.0;47.083333333333336;0.0;0.0
324.0;40.416666666666664;0.0;0.0
330.0;11.666666666666666;0.0;0.0
336.0;40.833333333333336;0.0;0.0
342.0;25.416666666666668;0.0;0.0
348.0;13.333333333333334;0.0;0.0
354.0;25.416666666666668;0.0;0.0
360.0;32.5;0.0;0.0
366.0;20.0;0.0;0.0
372.0;15.0;0.0;0.0
378.0;22.083333333333332;0.0;0.0
384.0;27.916666666666668;0.0;0.0
390.0;30.833333333333332;0.0;0.0
396.0;31.666666666666668;0.0;0.0
402.0;24.166666666666668;0.0;0.0
408.0;17.916666666666668;0.0;0.0
414.0;27.916666666666668;0.0;0.0
420.0;23.333333333333332;0.0;0.0
426.0;28.333333333333332;0.0;0.0
432.0;28.333333333333332;0.0;0.0
438.0;39.166666666666664;0.0;0.0
444.0;25.833333333333332;0.0;0.0
450.0;30.0;0.0;0.0
456.0;20.833333333333332;0.0;0.0
462.0;25.416666666666668;0.0;0.0
468.0;13.333333333333334;0.0;0.0
474.0;36.25;0.0;0.0
480.0;19.583333333333332;0.0;0.0
486.0;28.333333333333332;0.0;0.0
492.0;23.333333333333332;0.0;0.0
498.0;16.666666666666668;0.0;0.0
504.0;33.333333333333336;0.0;0.0
510.0;35.833333333333336;0.0;0.0
516.0;12.5;0.0;0.0
522.0;16.25;0.0;0.0
528.0;24.583333333333332;0.0;0.0
534.0;19.583333333333332;0.0;0.0
540.0;31.666666666666668;0.0;0.0
546.0;31.666666666666668;0.0;0.0
552.0;38.333333333333336;0.0;0.0
558.0;28.75;0.0;0.0
564.0;24.583333333333332;0.0;0.0
570.0;25.0;0.0;0.0
576.0;16.666666666666668;0.0;0.0
582.0;30.0;0.0;0.0
588.0;15.0;0.0;0.0
594.0;27.5;0.0;0.0
600.0;30.833333333333332;0.0;0.0
606.0;11.666666666666666;0.0;0.0
612.0;11.666666666666666;0.0;0.0
618.0;25.833333333333332;0.0;0.0
624.0;34.166666666666664;0.0;0.0
